,Status,Duration,CreditHistory,Purpose,CreditAmount,Savings,EmploymentSince,InstallmentRate,PersonalStatusSex,OtherDebtors,PresentResidence,Property,Age,OtherInstallmentPlans,Housing,ExistingCredits,Job,NumLiable,Telephone,ForeignWorker,label
14,0.0,0.2058823529411764,0.5,0.0,0.1099922966875756,0.25,0.75,1.0,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.1964285714285714,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0
15,0.0,0.1176470588235294,1.0,0.0,0.1030042918454935,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3571428571428571,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0
16,0.0,0.4705882352941176,0.5,0.1111111111111111,0.4390337845273467,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.125,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.0,1
17,1.0,0.8235294117647058,0.75,0.4444444444444444,0.847529437658193,0.0,0.75,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0357142857142857,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
18,0.0,0.6470588235294117,0.5,0.1111111111111111,0.5528227137669197,0.0,0.75,1.0,0.6666666666666666,0.0,1.0,1.0,0.3571428571428571,0.5,1.0,0.6666666666666667,0.6666666666666666,1.0,1.0,0.0,1
19,0.0,0.4705882352941176,1.0,0.3333333333333333,0.1154396390447892,0.0,0.5,0.6666666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,0.4821428571428571,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
20,0.3333333333333333,0.4705882352941176,1.0,0.1111111111111111,0.3053813139650049,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,1.0,0.6666666666666666,0.2678571428571428,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
21,1.0,0.2941176470588235,1.0,0.4444444444444444,0.1339275888632111,0.0,0.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.2857142857142857,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0
22,0.3333333333333333,0.0735294117647058,0.25,0.1111111111111111,0.268460437988335,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.9821428571428572,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1
23,0.3333333333333333,0.1176470588235294,0.5,0.0,0.0416529107516231,0.75,0.5,1.0,1.0,0.0,0.0,0.0,0.0535714285714286,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
24,0.3333333333333333,0.0294117647058823,0.5,0.4444444444444444,0.0064927919005172,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3392857142857142,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
25,0.3333333333333333,0.2941176470588235,0.75,1.0,0.3695939253879168,0.25,0.75,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3035714285714285,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
26,0.3333333333333333,0.4705882352941176,0.25,0.5555555555555556,0.2057884890502916,1.0,0.25,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,0.1785714285714285,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
27,0.3333333333333333,0.1176470588235294,0.5,0.3333333333333333,0.1522504677011115,0.0,0.25,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.2678571428571428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,0.0,0.0294117647058823,0.5,0.7777777777777777,0.0108946847144272,0.0,0.25,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0714285714285714,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
29,0.6666666666666666,0.5588235294117647,0.0,1.0,0.3322878837900297,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.25,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
30,0.0,0.088235294117647,1.0,0.0,0.0433586442170133,0.0,0.75,1.0,0.6666666666666666,0.5,0.6666666666666667,0.3333333333333333,0.5357142857142858,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
31,1.0,0.2941176470588235,0.75,1.0,0.4620886981402003,0.0,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.1428571428571428,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1
32,0.0,0.1176470588235294,0.5,0.3333333333333333,0.1837790249807417,0.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.1785714285714285,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0
33,1.0,0.1029411764705882,0.5,1.0,0.104104765048971,0.75,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.1607142857142857,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
34,1.0,0.2058823529411764,0.25,0.0,0.3415868823594145,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.3571428571428571,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.0,1
35,0.3333333333333333,0.4705882352941176,0.5,0.1111111111111111,0.3685484758446132,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
36,1.0,0.1176470588235294,0.5,0.7777777777777777,0.0258060966215472,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3928571428571428,0.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,1
37,0.3333333333333333,0.4705882352941176,0.75,1.0,0.5286123032904149,0.25,0.75,0.0,0.6666666666666666,0.0,0.6666666666666667,0.3333333333333333,0.2142857142857142,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0
38,0.6666666666666666,0.1176470588235294,0.25,0.4444444444444444,0.008748761967646,0.75,0.5,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.0,0.4107142857142857,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
39,0.3333333333333333,0.3823529411764705,1.0,0.0,0.2742379223065918,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.1607142857142857,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,1
40,0.3333333333333333,0.4705882352941176,0.5,0.7777777777777777,0.6802024870694399,0.25,0.5,0.0,0.6666666666666666,0.0,1.0,1.0,0.4999999999999999,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,1
41,0.3333333333333333,0.3235294117647058,0.5,0.1111111111111111,0.4245625619016177,0.0,0.25,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.1964285714285714,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
42,0.0,0.1176470588235294,0.5,0.4444444444444444,0.0786838340486409,0.5,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
43,0.3333333333333333,0.1176470588235294,0.5,0.0,0.0535380213491801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4821428571428571,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1
44,1.0,0.25,0.0,0.0,0.2615274568064267,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.1785714285714285,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1
45,1.0,0.1176470588235294,0.5,0.4444444444444444,0.0349950478705843,1.0,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0357142857142857,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
46,0.0,0.6470588235294117,1.0,0.1111111111111111,0.3345988775173324,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.4821428571428571,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1
47,0.3333333333333333,0.0735294117647058,1.0,0.7777777777777777,0.048750962914053,0.75,1.0,1.0,0.6666666666666666,0.0,0.6666666666666667,1.0,0.2321428571428571,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1
48,0.3333333333333333,0.2058823529411764,1.0,0.3333333333333333,0.3919885550786838,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3749999999999999,0.5,0.5,0.3333333333333333,1.0,0.0,1.0,0.0,0
49,0.0,0.0294117647058823,0.5,0.5555555555555556,0.0051172003961703,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.0,0.1428571428571428,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
50,1.0,0.2941176470588235,1.0,0.4444444444444444,0.1196214372180037,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6071428571428572,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
51,1.0,0.1470588235294117,0.75,0.0,0.0303730604159788,0.0,0.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.1428571428571428,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0
52,0.0,0.0294117647058823,1.0,0.0,0.1885110597556949,0.0,0.5,0.0,0.6666666666666666,0.0,0.6666666666666667,0.0,0.3214285714285714,1.0,0.0,0.6666666666666667,0.6666666666666666,1.0,0.0,0.0,0
53,1.0,0.1176470588235294,1.0,0.3333333333333333,0.0927148673929789,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.4285714285714285,1.0,0.5,0.6666666666666667,0.6666666666666666,0.0,1.0,0.0,0
54,0.3333333333333333,0.2941176470588235,0.0,1.0,0.2195994277539342,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0.3035714285714285,1.0,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,1
55,0.3333333333333333,0.1176470588235294,0.5,0.0,0.0322438648618906,0.25,0.25,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0714285714285714,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1
56,1.0,0.1176470588235294,1.0,0.4444444444444444,0.054473423572136,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3392857142857142,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
57,0.0,0.1176470588235294,0.5,0.3333333333333333,0.0884780455595906,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0535714285714286,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0
58,0.0,0.0735294117647058,0.5,0.4444444444444444,0.0614064047540442,0.0,0.25,0.6666666666666667,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0535714285714286,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1
59,1.0,0.2941176470588235,1.0,0.4444444444444444,0.1299108616705183,0.0,1.0,1.0,1.0,0.5,0.6666666666666667,0.0,0.4821428571428571,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
60,1.0,0.0294117647058823,0.5,0.3333333333333333,0.1501045449543303,0.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2321428571428571,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
61,0.0,0.0294117647058823,0.5,0.0,0.0524375481457026,0.25,1.0,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
62,1.0,0.2058823529411764,1.0,0.1111111111111111,0.1639154836579729,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.3392857142857142,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0
63,0.0,0.2941176470588235,0.5,0.0,0.0365907340156267,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.1785714285714285,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
64,1.0,0.0294117647058823,0.5,0.3333333333333333,0.2399581820182678,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.2321428571428571,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
65,0.0,0.1176470588235294,0.5,0.3333333333333333,0.0221195113898976,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0892857142857143,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0
66,0.0,0.0294117647058823,1.0,0.3333333333333333,0.0892483768020248,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.3035714285714285,1.0,1.0,0.6666666666666667,1.0,0.0,1.0,0.0,0
67,1.0,0.2941176470588235,0.75,0.1111111111111111,0.2436997909100913,0.0,0.75,0.6666666666666667,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.2857142857142857,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0
68,1.0,0.2058823529411764,0.5,1.0,0.0935402222955871,0.0,0.75,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.2678571428571428,0.5,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
69,0.3333333333333333,0.2058823529411764,1.0,0.4444444444444444,0.0547485418730053,0.0,0.5,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.25,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
70,0.3333333333333333,0.2941176470588235,0.5,0.0,0.1794871794871795,0.25,0.75,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.3392857142857142,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
71,1.0,0.0735294117647058,0.5,0.4444444444444444,0.1377242214152085,0.25,1.0,0.6666666666666667,0.6666666666666666,0.5,1.0,0.6666666666666666,0.2857142857142857,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
72,0.3333333333333333,0.0588235294117647,0.5,0.4444444444444444,0.0280620666886761,0.0,0.75,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.4464285714285714,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0
73,1.0,0.6470588235294117,0.75,0.4444444444444444,0.3845053372950369,1.0,1.0,0.6666666666666667,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.2321428571428571,0.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0
74,1.0,0.1176470588235294,1.0,1.0,0.055793991416309,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.6785714285714286,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0
75,1.0,0.1617647058823529,0.5,0.0,0.18190822053483,1.0,0.5,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,1.0,0.1785714285714285,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
76,0.6666666666666666,0.1176470588235294,0.5,0.3333333333333333,0.1101023440079234,0.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.4821428571428571,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0
77,1.0,0.2941176470588235,1.0,0.7777777777777777,0.0922746781115879,1.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.25,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
78,1.0,0.2941176470588235,0.5,0.4444444444444444,0.1642456256190161,0.5,1.0,0.6666666666666667,0.0,0.0,0.3333333333333333,0.6666666666666666,0.125,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0
79,1.0,0.2941176470588235,1.0,0.0,0.097501925828106,0.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3214285714285714,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
80,0.0,0.5294117647058824,1.0,0.7777777777777777,0.3162759986794322,0.0,0.5,1.0,0.6666666666666666,0.0,0.6666666666666667,1.0,0.1428571428571428,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,1
81,1.0,0.3823529411764705,0.5,0.4444444444444444,0.0889732585011554,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6964285714285714,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0
82,0.0,0.2941176470588235,0.75,0.0,0.0595906239683063,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.4285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1
83,0.3333333333333333,0.2352941176470588,0.5,0.1111111111111111,0.3421371189611533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7321428571428572,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0
84,0.0,0.2352941176470588,1.0,0.0,0.1092219654451414,0.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1
85,1.0,0.5147058823529411,0.5,0.1111111111111111,0.1275998679432156,0.5,0.5,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0892857142857143,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
86,1.0,0.2941176470588235,1.0,0.4444444444444444,0.0880928799383735,0.0,0.75,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.25,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
87,0.3333333333333333,0.4705882352941176,0.0,1.0,0.0937052932761087,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1
88,0.0,0.1617647058823529,0.5,0.4444444444444444,0.0441839991196214,0.0,0.25,1.0,1.0,0.0,0.3333333333333333,0.0,0.1428571428571428,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,0
89,0.0,0.0294117647058823,1.0,0.0,0.0228898426323319,0.75,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.3571428571428571,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0
90,0.0,0.2941176470588235,0.5,0.0,0.1580829756795422,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1428571428571428,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
91,1.0,0.2941176470588235,1.0,1.0,0.2352811709034885,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,0.9821428571428572,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0
92,1.0,0.3823529411764705,0.5,0.1111111111111111,0.2509629140530428,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0892857142857143,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0
93,0.3333333333333333,0.5147058823529411,1.0,0.4444444444444444,0.2576758005942555,0.0,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.1071428571428571,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1
94,0.0,0.4705882352941176,0.5,0.1111111111111111,0.4448662925057774,1.0,1.0,0.6666666666666667,0.6666666666666666,0.0,1.0,1.0,0.4999999999999999,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1
95,0.3333333333333333,0.3823529411764705,0.25,0.3333333333333333,0.1786068009243975,0.75,0.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2678571428571428,0.5,0.5,0.0,0.6666666666666666,1.0,1.0,0.0,0
96,0.3333333333333333,0.2058823529411764,1.0,0.0,0.044349070100143,0.0,1.0,0.6666666666666667,0.6666666666666666,1.0,0.6666666666666667,0.0,0.1964285714285714,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1
97,0.0,0.4705882352941176,1.0,0.3333333333333333,0.3289864641795972,0.0,0.25,1.0,0.3333333333333333,0.5,1.0,1.0,0.0714285714285714,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,1
98,0.0,0.0294117647058823,1.0,0.4444444444444444,0.0048420820953009,0.5,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.5892857142857142,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
99,1.0,0.1176470588235294,1.0,1.0,0.0514471222625729,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1428571428571428,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
100,0.3333333333333333,0.1176470588235294,0.5,0.3333333333333333,0.1382194343567734,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.1071428571428571,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,1
101,0.3333333333333333,0.2941176470588235,1.0,1.0,0.1416859249477275,1.0,0.75,1.0,0.6666666666666666,0.0,0.6666666666666667,1.0,0.2678571428571428,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0
102,1.0,0.1176470588235294,1.0,0.4444444444444444,0.0202487069439859,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.6607142857142858,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
103,1.0,0.2941176470588235,0.5,0.1111111111111111,0.1294706723891273,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.1607142857142857,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0
104,1.0,0.4264705882352941,0.75,1.0,0.1383294816771211,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.125,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0
105,1.0,0.1176470588235294,1.0,0.0,0.068504456916474,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3392857142857142,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0
106,1.0,0.2941176470588235,0.5,0.4444444444444444,0.1749752393529217,0.5,1.0,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2142857142857142,1.0,0.5,0.0,0.6666666666666666,1.0,1.0,0.0,0
107,1.0,0.4705882352941176,0.0,0.6666666666666666,0.130020908990866,0.0,0.5,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.1428571428571428,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0
108,1.0,0.0294117647058823,0.5,0.4444444444444444,0.0740068229338615,0.0,0.75,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.0,0
109,1.0,0.0294117647058823,1.0,0.0,0.1006932981181908,0.5,0.5,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0892857142857143,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0
110,0.0,0.1617647058823529,0.5,0.0,0.0634422801804776,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.1607142857142857,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0
111,0.3333333333333333,0.6470588235294117,0.0,1.0,0.6577528337184989,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.5178571428571428,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0
112,0.0,0.5588235294117647,0.5,0.4444444444444444,0.2044128975459447,0.0,0.25,1.0,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.2678571428571428,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1
